,Tournament,from,to,Organizer(s),Tournament director,Chief Arbiter,Deputy Chief Arbiter,Arbiter,Location,FED,Last update ,teams,n,Rd,Rd-Akt,DB-Key,System,Month
582,ЛОШФ КТ з нормою 3-го розряду,20210207,20210207,ЛОШФ,Назар Фірман,Микола Костів,,,Львів,UKR,07.02.2021  18:04 ,0,31,9,9,548126,Schweizer System                                            ,2
583,Відкритий чемпіонат м. Луцька,20210205,20210207,,,Проскуровський М.І.,,,Луцьк,UKR,07.02.2021  17:33 ,0,19,9,9,548355,Schweizer System                                            ,2
584,"""Шахова Школа"" Кваліфікаційний турнір 3 розряду 05-07.02.2021",20210205,20210207,Шахова Школа,Семенов Д.Г.,МА Товчига О.Г.,,"Ритенко В., МА Приходько О., Хріновський О.",Київ,UKR,07.02.2021  17:31 ,0,18,9,9,548208,Schweizer System                                            ,2
585,IvFrank region chess championship U16_Blitz,20210207,20210207,Івано-Франківська обласна федерація шахів,Nataliia Palahitska,"14182610 Palahitska, Nataliia",В.І.Палагіцький,,Ivano-Frankivsk,UKR,07.02.2021  16:23 ,0,14,9,9,548654,Schweizer System                                            ,2
586,"Турнір серед 1 розряду ""Шлях до Майстерності"" 05-07.02.2021""Шахова Школа"" DREAM TOWN-2",20210205,20210207,Шахова Школа,Семенов Д.Г.,Семенов Д.Г.,,"Ритенко В., Приходько О., Хріновський О.",Київ,UKR,07.02.2021  14:10 ,0,48,7,7,548230,Schweizer System                                            ,2
587,IvFrank region chess championship U16_Rapid,20210207,20210207,Івано-Франківська обласна федерація шахів,Nataliia Palahitska,"14182610 Palahitska, Nataliia",,,Ivano-Frankivsk,UKR,07.02.2021  13:23 ,0,16,9,9,548499,Schweizer System                                            ,2
588,ЛОШФ КТ з нормою 4-го розряду,20210207,20210207,ЛОШФ,Назар Фірман,Микола Костів,,,Львів,UKR,07.02.2021  12:59 ,0,32,9,9,548404,Schweizer System                                            ,2
589,"""Шахова Школа"" Кваліфікаційний турнір 4 розряду та безрозрядників 06-07.02.2021",20210206,20210207,Шахова Школа,Семенов Д.Г.,Семенов Д.Г.,,"Хріновський О., Мамедов Р., Ритенко В.",,UKR,07.02.2021  12:46 ,0,29,9,9,548623,Schweizer System                                            ,2
590,ЛОШФ - Перша ліга швидких шахів (Сихів),20210206,20210206,ЛОШФ,14104490 Фірман Назар,14131684 Мацейко Максим,,,Львів,UKR,06.02.2021  18:04 ,0,23,9,9,548274,Schweizer System                                            ,2
591,ЛОШФ - Перша ліга швидких шахів (Варшавська),20210206,20210206,ЛОШФ,14104490 Фірман Назар,34125035 Красногор Юрій,,,Львів,UKR,06.02.2021  17:55 ,0,22,9,9,548275,Schweizer System                                            ,2
592,FSHYU Blitz stage 1 2021,20210206,20210206,,,"14109255 Shpilevoy, Eugen  NA",,,,UKR,06.02.2021  16:25 ,0,16,11,11,548504,Schweizer System                                            ,2
593,Чемпіонат Івано-Франківської області серед юнаків та дівчат до 16 років,20210204,20210206,Івано-Франківська обласна федерація шахів,В.І.Палагіцький,"14182610 Palahitska, Nataliia",В.І.Палагіцький,,Ivano-Frankivsk,UKR,06.02.2021  16:03 ,0,11,9,9,548176,Schweizer System                                            ,2
594,Кубок І-Ф ДЮСШ №3 з шахів1-ий Етап Турнір D,20210206,20210206,,"14106329 Kobylianskyi, Ihor (UKR) NA","14106329 Kobylianskyi, Ihor (UKR) NA",,,,UKR,06.02.2021  15:28 ,0,11,9,9,548513,Schweizer System                                            ,2
595,Кубок І-Ф ДЮСШ №3 з шахів1-ий Етап Турнір C,20210206,20210206,,"14106329 Kobylianskyi, Ihor (UKR) NA","14106329 Kobylianskyi, Ihor (UKR) NA",,,,UKR,06.02.2021  15:27 ,0,11,8,8,548512,Schweizer System                                            ,2
596,Чемпіонат Мукачева серед дітей до 10 років,20210206,20210206,,,IA Кейк Микола,NA Федів Олександр,,Мукачево,UKR,06.02.2021  14:30 ,0,78,7,7,548455,Schweizer System                                            ,2
597,"Кваліфікаційний турнір 2 розряду 29-31.01.2021""Шахова Школа"" DREAM TOWN-2",20210129,20210131,Шахова Школа,Семенов Д.Г.,Семенов Д.Г.,,"Ритенко В., Приходько О., Хріновський О.",Київ,UKR,31.01.2021  18:42 ,0,27,9,9,547475,Schweizer System                                            ,1
598,"Кваліфікаційний турнір 3 розряду 29-31.01.2021""Шахова Школа"" DREAM TOWN-2",20210129,20210131,Шахова Школа,Семенов Д.Г.,Семенов Д.Г.,,"Ритенко В., Приходько О., Хріновський О.",Київ,UKR,31.01.2021  18:01 ,0,25,9,9,547479,Schweizer System                                            ,1
599,ФЧ ГО ФШІ-Ф 2021 Бліц Шахи В20,20210131,20210131,,"14106329 Kobylianskyi, Ihor (UKR) NA","14106329 Kobylianskyi, Ihor (UKR) NA",,,м. Івано-Франківськ,UKR,31.01.2021  17:33 ,0,21,9,9,547897,Schweizer System                                            ,1
600,Чемпіонат Вінниці серед дівчат до 10 років - 2021,20210131,20210131,Боднар Микола,Боднар Микола,Боднар Богдан,Дорофєєв Станіслав,,Вінниця,UKR,31.01.2021  16:39 ,0,11,7,7,547426,Schweizer System                                            ,1
601,Кубок шахових надій,20210129,20210131,ТОШФ,Подоьський І.З.,Трембач В.А.,Лещук В.А.,,Тернопіль,UKR,31.01.2021  16:25 ,0,16,9,9,547633,Schweizer System                                            ,1
602,ФЧ ГО ФШІ-Ф 2021 Швидкі Шахи В20,20210131,20210131,,"14106329 Kobylianskyi, Ihor (UKR) NA","14106329 Kobylianskyi, Ihor (UKR) NA",,,м. Івано-Франківськ,UKR,31.01.2021  15:26 ,0,21,9,9,547896,Schweizer System                                            ,1
603,Vents Konsalt rapid - 31.01.2021 ,20210131,20210131,,"14136627 Horodyskyi, Oleh (UKR) 					","14136627 Horodyskyi, Oleh (UKR) IA, FI",,,Cherkassy				,UKR,31.01.2021  15:02 ,0,35,9,9,545826,Schweizer System                                            ,1
604,ЛОШФ_КТ з нормою 2р,20210130,20210131,ЛОШФ,Назар Фірман,Микола Костів,,,Львів,UKR,31.01.2021  14:37 ,0,30,9,9,547529,Schweizer System                                            ,1
605,Chess School - 2021-01-31 Rapid,20210131,20210131,Kyiv City Chess Federation,"14104482, Semenov, Dmitri (UKR)","IA Tovchyga, Oleg /UKR/ 14128748","14104482, Semenov, Dmitri (UKR)",,Kyiv,UKR,31.01.2021  14:15 ,0,38,7,7,547579,Schweizer System                                            ,1
606,Шахова мрія (Івано-Франківськ),20210131,20210131,Nataliia Palahitska,Nataliia Palahitska,"14182610 Palahitska, Nataliia",,,Ivano-Frankivsk,UKR,31.01.2021  13:52 ,0,16,7,7,547900,Schweizer System                                            ,1
607,Чемпіонат Вінниці серед юнаків до 10 років - 2021,20210131,20210131,Боднар Микола,Боднар Микола,Боднар Богдан,Дорофєєв Станіслав,,Вінниця,UKR,31.01.2021  13:07 ,0,25,8,8,547425,Schweizer System                                            ,1
608,ЛОШФ КТ з нормою 1-го розряду 29.01-31.01 Львів,20210129,20210131,"ЛОШФ, ЛША",14131684 Мацейко Максим,34125035 Красногор Юрій,,,Львів,UKR,31.01.2021  13:05 ,0,27,9,9,547544,Schweizer System                                            ,1
609,"ШК ""Гамбіт"" кваліфікаційний турнір з нормою 3-го розряду",20210130,20210131,"ШК ""Гамбіт"" (п-т Оболонський, 16-Д)",,Костак Т.І.,,,,UKR,31.01.2021  12:34 ,0,16,9,9,547721,Schweizer System                                            ,1
610,"ШК ""Гамбіт"" кваліфікаційний турнір з нормою 4-го розряду",20210130,20210131,"ШК ""Гамбіт"" (п-т Оболонський, 16-Д)",,Костак Т.І.,,,,UKR,31.01.2021  11:49 ,0,18,9,9,547720,Schweizer System                                            ,1
611,"Турнір розрядників (з нормою 3-го спорт. розряду, м. Миколаїв)",20210127,20210131,Федерація шахів Миколаївської області,мс Горощенко Д.В.,Хамзін С.Р.,,,м. Миколаїв,UKR,31.01.2021  11:11 ,0,20,10,10,547263,Schweizer System                                            ,1
612,ВЧМ 2021-3 Блискавична Гра в Шахи до Дня Соборності України,20210130,20210130,,"14106329 Kobylianskyi, Ihor (UKR) NA","14106329 Kobylianskyi, Ihor (UKR) NA",,,м. Івано-Франківськ,UKR,30.01.2021  19:26 ,0,14,10,10,547773,Schweizer System                                            ,1
613,ВЧМ 2021-3 Швидкі Шахи до Дня Соборності України,20210130,20210130,,"14106329 Kobylianskyi, Ihor (UKR) NA","14106329 Kobylianskyi, Ihor (UKR) NA",,,м. Івано-Франківськ,UKR,30.01.2021  19:20 ,0,11,10,10,547772,Schweizer System                                            ,1
614,Чемпіонат Вінниці серед дівчат до 8 років - 2021,20210130,20210130,Боднар Микола,Боднар Микола,Вусатюк Володимир,Дорофєєв Станіслав,,Вінниця,UKR,30.01.2021  16:16 ,0,14,7,7,547423,Schweizer System                                            ,1
615,Чемпіонат Вінниці серед юнаків до 8 років - 2021,20210130,20210130,МДЮСША №6,Боднар Микола ,Вусатюк Володимир ,Дорофєєв Станіслав,,Вінниця,UKR,30.01.2021  12:50 ,0,19,8,8,547422,Schweizer System                                            ,1
616,The Christmas Tournament - 2021 Vinnytsia (rapid),20210107,20210107,IA Larkin Sergii (UKR),"IA, IM Bodnar Nikolay (UKR)","IA Larkin, Sergii 14175630",,,Vinnytsia,UKR,07.01.2021  16:24 ,0,29,9,9,545667,Schweizer System                                            ,1
617,Vents Konsalt rapid ,20210107,20210107,,"14136627 Horodyskyi, Oleh (UKR) 					","14136627 Horodyskyi, Oleh (UKR) IA, FI",,,Cherkassy				,UKR,07.01.2021  15:06 ,0,30,9,9,545204,Schweizer System                                            ,1
